,Sentence,Subject,Relation,Object
3111,"My brother thinks that anyone who hasn't been to war isn't a man. He treats me as if I'm a spoiled child. Oh, and you're not? Loras Tyrell, the Knight of the Flowers? How many wars have you fought in? Oh, and how much did your father spend on that armor of yours? Renly Baratheon said to Loras Tyrell.",your father,spend on,armor of yours
3112,"My brother thinks that anyone who hasn't been to war isn't a man. He treats me as if I'm a spoiled child. Oh, and you're not? Loras Tyrell, the Knight of the Flowers? How many wars have you fought in? Oh, and how much did your father spend on that armor of yours? Renly Baratheon said to Loras Tyrell.",your father,spend on,armor
3113,"My brother thinks that anyone who hasn't been to war isn't a man. He treats me as if I'm a spoiled child. Oh, and you're not? Loras Tyrell, the Knight of the Flowers? How many wars have you fought in? Oh, and how much did your father spend on that armor of yours? Renly Baratheon said to Loras Tyrell.",Renly Baratheon,said to,Loras Tyrell
3114,"I am. My father could be your bank. I've never fought in a war before, but I'd fight for you. Loras Tyrell said to Renly Baratheon.",My father,could,could your bank
3115,"I am. My father could be your bank. I've never fought in a war before, but I'd fight for you. Loras Tyrell said to Renly Baratheon.",Loras Tyrell,said to,Renly Baratheon
3116,"It's a neat little trick you do, you move your lips and your father's voice comes out. Robert Baratheon said to Cersei Baratheon.",It,'s little trick,you do
3117,"It's a neat little trick you do, you move your lips and your father's voice comes out. Robert Baratheon said to Cersei Baratheon.",It,has,neat little trick
3118,"It's a neat little trick you do, you move your lips and your father's voice comes out. Robert Baratheon said to Cersei Baratheon.",father,has,voice
3119,"It's a neat little trick you do, you move your lips and your father's voice comes out. Robert Baratheon said to Cersei Baratheon.",It,has,little
3120,"It's a neat little trick you do, you move your lips and your father's voice comes out. Robert Baratheon said to Cersei Baratheon.",It,'s trick,you do
3121,"It's a neat little trick you do, you move your lips and your father's voice comes out. Robert Baratheon said to Cersei Baratheon.",It,has,neat
3122,"It's a neat little trick you do, you move your lips and your father's voice comes out. Robert Baratheon said to Cersei Baratheon.",It,'s neat trick,you do
3123,"It's a neat little trick you do, you move your lips and your father's voice comes out. Robert Baratheon said to Cersei Baratheon.",It,has,trick
3124,"It's a neat little trick you do, you move your lips and your father's voice comes out. Robert Baratheon said to Cersei Baratheon.",you,move,your lips
3125,"It's a neat little trick you do, you move your lips and your father's voice comes out. Robert Baratheon said to Cersei Baratheon.",It,'s neat little trick,you do
3126,"It's a neat little trick you do, you move your lips and your father's voice comes out. Robert Baratheon said to Cersei Baratheon.",It,has,neat trick
3127,"It's a neat little trick you do, you move your lips and your father's voice comes out. Robert Baratheon said to Cersei Baratheon.",It,has,little trick
3128,"It's a neat little trick you do, you move your lips and your father's voice comes out. Robert Baratheon said to Cersei Baratheon.",Robert Baratheon,said to,Cersei Baratheon
3129,Is my father wrong? Cersei Baratheon said to Robert Baratheon.,my father,Is,wrong
3130,Is my father wrong? Cersei Baratheon said to Robert Baratheon.,Cersei Baratheon,said to,Robert Baratheon
3131,"Five... one. One army, a real army, united behind one leader with one purpose. Our purpose died with the Mad King. Now we've got as many armies as there are men with gold in their purse. And everybody wants something different. Your father wants to own the world. Ned Stark wants to run away and bury his head in the snow. Robert Baratheon said to Cersei Baratheon.",one leader,is with,one purpose
3132,"Five... one. One army, a real army, united behind one leader with one purpose. Our purpose died with the Mad King. Now we've got as many armies as there are men with gold in their purse. And everybody wants something different. Your father wants to own the world. Ned Stark wants to run away and bury his head in the snow. Robert Baratheon said to Cersei Baratheon.",Our purpose,died with,Mad King
3133,"Five... one. One army, a real army, united behind one leader with one purpose. Our purpose died with the Mad King. Now we've got as many armies as there are men with gold in their purse. And everybody wants something different. Your father wants to own the world. Ned Stark wants to run away and bury his head in the snow. Robert Baratheon said to Cersei Baratheon.",we,'ve got as,armies
3134,"Five... one. One army, a real army, united behind one leader with one purpose. Our purpose died with the Mad King. Now we've got as many armies as there are men with gold in their purse. And everybody wants something different. Your father wants to own the world. Ned Stark wants to run away and bury his head in the snow. Robert Baratheon said to Cersei Baratheon.",we,Now 've got as,many armies
3135,"Five... one. One army, a real army, united behind one leader with one purpose. Our purpose died with the Mad King. Now we've got as many armies as there are men with gold in their purse. And everybody wants something different. Your father wants to own the world. Ned Stark wants to run away and bury his head in the snow. Robert Baratheon said to Cersei Baratheon.",we,'ve got as,many armies
3136,"Five... one. One army, a real army, united behind one leader with one purpose. Our purpose died with the Mad King. Now we've got as many armies as there are men with gold in their purse. And everybody wants something different. Your father wants to own the world. Ned Stark wants to run away and bury his head in the snow. Robert Baratheon said to Cersei Baratheon.",gold,is in,their purse
3137,"Five... one. One army, a real army, united behind one leader with one purpose. Our purpose died with the Mad King. Now we've got as many armies as there are men with gold in their purse. And everybody wants something different. Your father wants to own the world. Ned Stark wants to run away and bury his head in the snow. Robert Baratheon said to Cersei Baratheon.",we,Now 've got as,armies
3138,"Five... one. One army, a real army, united behind one leader with one purpose. Our purpose died with the Mad King. Now we've got as many armies as there are men with gold in their purse. And everybody wants something different. Your father wants to own the world. Ned Stark wants to run away and bury his head in the snow. Robert Baratheon said to Cersei Baratheon.",men,is with,gold in their purse
3139,"Five... one. One army, a real army, united behind one leader with one purpose. Our purpose died with the Mad King. Now we've got as many armies as there are men with gold in their purse. And everybody wants something different. Your father wants to own the world. Ned Stark wants to run away and bury his head in the snow. Robert Baratheon said to Cersei Baratheon.",everybody,wants,something different
3140,"Five... one. One army, a real army, united behind one leader with one purpose. Our purpose died with the Mad King. Now we've got as many armies as there are men with gold in their purse. And everybody wants something different. Your father wants to own the world. Ned Stark wants to run away and bury his head in the snow. Robert Baratheon said to Cersei Baratheon.",Your father,own,world
3141,"Five... one. One army, a real army, united behind one leader with one purpose. Our purpose died with the Mad King. Now we've got as many armies as there are men with gold in their purse. And everybody wants something different. Your father wants to own the world. Ned Stark wants to run away and bury his head in the snow. Robert Baratheon said to Cersei Baratheon.",Ned Stark,wants,run away
3142,"Five... one. One army, a real army, united behind one leader with one purpose. Our purpose died with the Mad King. Now we've got as many armies as there are men with gold in their purse. And everybody wants something different. Your father wants to own the world. Ned Stark wants to run away and bury his head in the snow. Robert Baratheon said to Cersei Baratheon.",Ned Stark,wants,run
3143,"Five... one. One army, a real army, united behind one leader with one purpose. Our purpose died with the Mad King. Now we've got as many armies as there are men with gold in their purse. And everybody wants something different. Your father wants to own the world. Ned Stark wants to run away and bury his head in the snow. Robert Baratheon said to Cersei Baratheon.",Robert Baratheon,said to,Cersei Baratheon
